True,14.74285714285714,72240,10,10
True,6.757142857142858,33110,5,5
True,10.257142857142858,50260,7,7
True,8.785714285714286,43050,6,6
True,12.471428571428573,61110,9,9
True,13.214285714285715,64750,9,9
True,14.414285714285715,70630,10,10
True,15.357142857142858,75250,11,11
True,15.328571428571431,75110,11,11
True,10.014285714285714,49070,7,7
True,9.0,44100,6,6
True,7.928571428571429,38850,6,6
True,17.37142857142857,85120,12,12
True,18.0,88200,13,13
True,10.171428571428573,49840,7,7
True,4.0285714285714285,19740,3,3
True,8.971428571428572,43960,6,6
True,5.800000000000001,28420,4,4
True,12.971428571428573,63560,9,9
True,15.25714285714286,74760,11,11
True,10.042857142857141,49210,7,7
True,19.27142857142857,94430,14,14
True,13.214285714285712,64750,9,9
True,16.37142857142857,80220,11,11
True,11.528571428571427,56490,8,8
True,26.671428571428567,130690,18,18
True,33.94285714285714,166320,23,23
True,21.685714285714287,106260,15,15
True,34.6,169540,24,24
True,36.714285714285715,179900,25,25
True,21.87142857142857,107170,15,15
True,25.557142857142853,125230,18,18
True,27.000000000000007,132300,19,19
True,26.042857142857137,127610,18,18
True,35.35714285714286,173250,24,24
True,22.28571428571429,109200,15,15
True,29.928571428571427,146650,21,21
True,28.828571428571426,141260,20,20
True,31.514285714285716,154420,21,21
True,25.74285714285714,126140,18,18
True,34.94285714285714,171220,24,24
True,25.657142857142855,125720,18,18
True,21.942857142857143,107520,16,16
True,24.62857142857143,120680,16,16
True,24.542857142857137,120260,17,17
True,26.271428571428572,128730,19,19
True,27.485714285714284,134680,19,19
True,41.300000000000004,202370,28,28
True,21.84285714285714,107030,15,15
True,25.557142857142857,125230,18,18
True,41.87142857142857,205170,29,29
True,34.31428571428572,168140,24,24
True,42.11428571428571,206360,30,30
True,33.5,164150,23,23
True,37.21428571428571,182350,26,26
True,38.5,188650,27,27
True,42.657142857142865,209020,30,30
True,40.4,197960,28,28
True,34.985714285714295,171430,25,25
True,30.014285714285712,147070,21,21
True,28.55714285714286,139930,20,20
True,45.85714285714286,224700,31,31
True,44.54285714285714,218260,32,32
True,43.84285714285714,214830,31,31
True,37.21428571428571,182350,27,27
True,33.22857142857143,162820,23,23
True,41.82857142857143,204960,29,29
True,32.68571428571428,160160,22,22
True,27.642857142857142,135450,20,20
True,39.199999999999996,192080,28,28
True,35.18571428571428,172410,24,24
True,32.68571428571428,160160,23,23
True,49.38571428571429,241990,34,34
True,43.34285714285715,212380,31,31
True,41.214285714285715,201950,28,28
True,52.25714285714285,256060,36,36
True,50.614285714285714,248010,35,35
True,56.485714285714295,276780,40,40
True,58.87142857142856,288470,41,41
True,61.5857142857143,301770,43,43
True,57.69999999999999,282730,40,40
True,57.31428571428571,280840,40,40
True,51.48571428571427,252280,36,36
True,53.02857142857142,259840,38,38
True,40.71428571428571,199500,29,29
True,56.042857142857144,274610,39,39
True,60.99999999999999,298900,43,43
True,56.171428571428585,275240,40,40
True,42.928571428571416,210350,30,30
True,59.857142857142854,293300,42,42
True,47.22857142857143,231420,34,34
True,49.44285714285715,242270,35,35
True,61.28571428571429,300300,43,43
True,51.29999999999999,251370,37,37
True,50.10000000000001,245490,35,35
True,52.785714285714285,258650,37,37
True,55.814285714285724,273490,38,38
True,53.77142857142858,263480,37,37
True,52.75714285714285,258510,37,37
True,56.085714285714275,274820,40,40
True,85.28571428571429,417900,60,60
True,76.08571428571427,372820,53,53
True,73.45714285714286,359940,51,51
True,72.88571428571429,357140,50,50
True,67.07142857142858,328650,46,46
True,70.29999999999998,344470,49,49
True,65.81428571428572,322490,46,46
True,72.7857142857143,356650,50,50
True,75.8,371420,55,55
True,64.98571428571428,318430,46,46
True,64.18571428571428,314510,45,45
True,67.15714285714286,329070,46,46
True,67.69999999999999,331730,48,48
True,64.52857142857145,316190,44,44
True,65.0142857142857,318570,46,46
True,75.6,370440,52,52
True,62.27142857142857,305130,44,44
True,66.25714285714287,324660,47,47
True,76.21428571428571,373450,53,53
True,62.099999999999994,304290,43,43
True,65.05714285714284,318780,45,45
True,74.99999999999999,367500,53,53
True,61.399999999999984,300860,43,43
True,65.91428571428571,322980,46,46
True,64.9285714285714,318150,46,46
True,111.08571428571427,544320,78,78
True,107.97142857142859,529060,74,74
True,101.52857142857141,497490,70,70
True,109.25714285714285,535360,74,74
True,101.3142857142857,496440,70,70
True,100.72857142857146,493570,71,71
True,96.77142857142857,474180,68,68
True,99.48571428571427,487480,70,70
True,96.17142857142855,471240,68,68
True,113.14285714285715,554400,79,79
True,110.15714285714284,539770,78,78
True,99.07142857142854,485450,70,70
True,114.32857142857146,560210,77,77
True,103.84285714285714,508830,73,73
True,110.14285714285714,539700,78,78
True,103.65714285714283,507920,73,73
True,103.68571428571425,508060,73,73
True,117.05714285714282,573580,82,82
True,99.79999999999998,489020,71,71
True,99.82857142857142,489160,71,71
True,115.17142857142856,564340,80,80
True,99.6,488040,70,70
True,99.04285714285713,485310,69,69
True,119.14285714285712,583800,84,84
True,102.05714285714285,500080,72,72
True,143.81428571428575,704690,100,100
True,141.4,692860,98,98
True,137.9,675710,95,95
True,146.3714285714286,717220,104,104
True,132.1142857142857,647360,93,93
True,139.57142857142856,683900,98,98
True,145.22857142857146,711620,102,102
True,143.51428571428573,703220,101,101
True,142.44285714285715,697970,101,101
True,134.8571428571429,660800,95,95
True,148.61428571428567,728210,103,103
True,147.6714285714286,723590,102,102
True,138.04285714285706,676410,97,97
True,142.94285714285712,700420,101,101
True,135.34285714285716,663180,95,95
True,138.44285714285715,678370,98,98
True,130.44285714285715,639170,91,91
True,147.71428571428572,723800,103,103
True,144.54285714285714,708260,100,100
True,132.77142857142854,650580,92,92
True,134.85714285714278,660800,97,97
True,136.44285714285715,668570,95,95
True,140.5142857142857,688520,99,99
True,140.20000000000002,686980,98,98
True,132.6857142857143,650160,94,94
False,180.71714285714293,901630,198,128
False,180.94714285714275,905970,194,130
False,180.3728571428571,894180,199,127
False,180.97714285714284,904230,198,128
False,180.91428571428568,900760,194,127
False,180.97571428571433,901010,192,126
False,180.90000000000006,899670,199,129
False,180.56428571428575,901340,200,126
False,180.6542857142857,898670,199,128
False,180.5728571428572,901280,194,126
False,180.68571428571428,899640,196,127
False,180.54000000000002,900660,199,123
False,180.95857142857147,902150,201,126
False,180.78428571428574,901500,192,127
False,181.05142857142863,901840,202,129
False,181.04714285714272,902380,204,127
False,180.52285714285716,898740,202,129
False,180.8642857142857,906890,196,129
False,180.59857142857143,899060,206,127
False,180.98571428571424,899580,191,126
False,180.71571428571426,895860,200,127
False,180.43285714285716,894780,198,127
False,180.9071428571429,901490,197,127
False,180.39714285714285,899450,198,127
False,180.94571428571425,900710,203,128
False,180.71571428571428,899430,247,130
False,180.68857142857138,905570,250,125
False,180.20285714285714,897580,252,125
False,180.26000000000002,892760,244,126
False,180.49428571428567,900130,249,129
False,180.9171428571429,902610,248,128
False,180.5242857142857,894820,245,129
False,180.78999999999996,902140,255,129
False,180.77428571428575,903950,251,127
False,180.58142857142857,896120,245,128
False,180.36571428571432,899500,246,128
False,180.56999999999994,900450,246,128
False,180.3742857142857,899950,246,125
False,180.74142857142851,900780,247,127
False,180.53999999999996,900150,248,127
False,180.76285714285711,901140,245,127
False,180.95142857142852,902880,255,126
False,181.07999999999993,901980,247,126
False,180.95714285714277,901480,246,127
False,180.72285714285715,901250,251,127
False,180.24714285714288,898460,251,127
False,180.47857142857146,895820,245,128
False,180.69714285714284,906020,244,129
False,180.18571428571428,892600,250,127
False,180.52714285714288,895650,245,126
